"Name_game","Publisher","Genre","Year_release","Score"
"Ring of Red","Konami","Strategy",2001,8
"Sega Bass Fishing 2","Sega","Sports",2001,7.9
"Sega Smash Pack Volume 1","Sega","Misc",2001,5.8
"Shadow Hearts","Midway Games","Role-Playing",2001,7
"Shadow of Destiny","Konami","Adventure",2001,6.8
"Shenmue II","Sega","Adventure",2001,8.7
"Shogun: Total War - Warlord Edition","Electronic Arts","Strategy",2001,8.6
"Sid Meier's Civilization III","Infogrames","Strategy",2001,8.6
"Soldier of Fortune","Crave Entertainment","Shooter",2001,7.6
"Sonic Adventure 2","Sega","Platform",2001,8.9
"Sports Jam","Agetec","Sports",2001,7.5
"Spy Hunter","Midway Games","Racing",2001,7.9
"SSX Tricky","EA Sports BIG","Sports",2001,9.2
"Star Wars Rogue Leader: Rogue Squadron II","LucasArts","Simulation",2001,9.2
"Star Wars: Battle for Naboo","LucasArts","Simulation",2001,6.2
"Stupid Invaders","Ubisoft","Adventure",2001,7.1
"Super Mario Advance","Nintendo","Platform",2001,8.2
"Super Monkey Ball","Sega","Puzzle",2001,9
"Super Smash Bros. Melee","Nintendo","Fighting",2001,9.2
"Surf Rocket Racers","Crave Entertainment","Racing",2001,5.6
"Tales of Destiny II","Namco","Role-Playing",2001,7.5
"Tennis 2K2","Sega","Sports",2001,8.7
"Tetris Worlds","THQ","Puzzle",2001,4.6
"The Corporate Machine","Take-Two Interactive","Strategy",2001,8.3
"The Flintstones: Big Trouble in Bedrock","Crave Entertainment","Platform",2001,4
"The King of Fighters '99","Agetec","Fighting",2001,7
"The King of Fighters: Evolution","Agetec","Fighting",2001,7.6
"The Last Blade 2: Heart of the Samurai","Agetec","Fighting",2001,8
"The Legend of Zelda: Oracle of Ages","Nintendo","Adventure",2001,9.4
"The Legend of Zelda: Oracle of Seasons","Nintendo","Adventure",2001,9.3
"The Simpsons: Road Rage","Electronic Arts","Racing",2001,6.1
"The Typing of the Dead","Sega","Shooter",2001,8.6
"Tony Hawk's Pro Skater 3","Activision","Sports",2001,9.1
"Tropico","Gathering of Developers","Strategy",2001,8.7
"Twisted Metal: Black","Sony Computer Entertainment","Racing",2001,8.9
"Universal Studios Theme Parks Adventure","Kemco","Misc",2001,5.1
"Vampire Night","Namco","Shooter",2001,6.4
"Wave Race: Blue Storm","Nintendo","Racing",2001,8.4
"XGIII: Extreme G Racing","Acclaim Entertainment","Racing",2001,8.6
"Zone of the Enders","Konami","Simulation",2001,7.5
"Zoo Tycoon","Microsoft","Strategy",2001,7.1
"007 Racing","Electronic Arts","Racing",2000,6.1
"007: The World is not Enough","Electronic Arts","Shooter",2000,6.4
"007: The World is Not Enough","Electronic Arts","Shooter",2000,7.4
"4 Wheel Thunder","Midway Games","Racing",2000,8.1
"4x4 Evolution","Gathering of Developers","Racing",2000,7.9
"Ace Combat 3: Electrosphere","Namco","Simulation",2000,7.6
"Action Bass","Take-Two Interactive","Action",2000,5.1
"AeroWings 2: Airstrike","Crave Entertainment","Simulation",2000,8.1
"Airfix Dogfighter","EON Digital Entertainment","Simulation",2000,7.8
"Airport Tycoon","Global Star Software","Strategy",2000,3
"Alien Resurrection","Fox Interactive","Shooter",2000,5.2
"All-Star Baseball 2001","Acclaim Entertainment","Sports",2000,9.2
"Alundra 2: A New Legend Begins","Activision","Role-Playing",2000,7.1
"Animorphs: Shattered Reality","Infogrames","Action",2000,3.5
"Armadillo Run","Unknown","Puzzle",2000,9
"Armored Core: Master of Arena","Agetec","Simulation",2000,7.2
"Army Men: Air Combat","3DO","Action",2000,7.6
"Army Men: Sarge's Heroes","Midway Games","Shooter",2000,5.9
"Army Men: Sarge's Heroes 2","3DO","Shooter",2000,6
"ATV: Quad Power Racing","Acclaim Entertainment","Racing",2000,5.5
"Baldur's Gate II: Shadows of Amn","Interplay","Role-Playing",2000,9.5
"Bang! Gunship Elite","Ubisoft","Shooter",2000,7.2
"Banjo-Tooie","Nintendo","Platform",2000,9.3
"Batman Beyond: Return of the Joker","Ubisoft","Action",2000,2
"Battlezone: Rise of the Black Dogs","Crave Entertainment","Strategy",2000,7.3
"Blade","Activision","Action",2000,4
"Blues Brothers 2000","Titus","Platform",2000,4.9
"Bomberman Land","Hudson Soft","Misc",2000,6.4
"Bomberman Party Edition","Vatical Entertainment","Puzzle",2000,7.9
"Breakout","Hasbro Interactive","Puzzle",2000,4.9
"Breath of Fire IV","Capcom","Role-Playing",2000,8.4
"Brunswick Circuit Pro Bowling 2","THQ","Sports",2000,7
"Bugs Bunny & Taz: Time Busters","Infogrames","Adventure",2000,8
"Burn the Rope","Unknown","Puzzle",2000,6
"Bust-A-Move 4","Acclaim Entertainment","Puzzle",2000,8.2
"Buzz Lightyear of Star Command","Activision","Platform",2000,5.2
"Caesars Palace 2000: Millennium Gold Edition","Interplay","Misc",2000,2.5
"Cannon Spike","Capcom","Shooter",2000,8.2
"Capcom vs. SNK","Capcom","Fighting",2000,8.8
"Carrier","Jaleco","Adventure",2000,7.1
"Championship Bass","EA Sports","Sports",2000,7.1
"Championship Surfer","Mattel Interactive","Sports",2000,7.2
"Chicken Run","Eidos Interactive","Adventure",2000,6.3
"Chrono Cross","Square EA","Role-Playing",2000,9.7
"ChuChu Rocket!","Sega","Strategy",2000,8.5
"Coaster Works","Xicat Interactive","Action",2000,6.9
"Colin McRae Rally","Codemasters","Racing",2000,9
"Colin McRae Rally","Sony Computer Entertainment","Racing",2000,7.9
"Colin McRae Rally 2.0","Codemasters","Racing",2000,8.5
"Colony Wars III: Red Sun","Midway Games","Simulation",2000,8.1
"Command & Conquer: Red Alert 2","Electronic Arts","Strategy",2000,8.9
"Cool Cool Toon","SNK","Misc",2000,7.4
"Crash Bash","Sony Computer Entertainment","Misc",2000,6.8
"Crazy Taxi","Sega","Racing",2000,9.3
"Cruis'n Exotica","Midway Games","Racing",2000,5.8
"Cyber Troopers Virtual-On: Oratorio Tangram","Activision","Fighting",2000,8.2
"D-2","Sega","Adventure",2000,6.4
"Dance Dance Revolution 2nd Mix: Dreamcast Edtion","Konami","Misc",2000,8.1
"Dave Mirra Freestyle BMX","Acclaim Entertainment","Sports",2000,7.4
"Dead or Alive 2","Tecmo","Fighting",2000,9
"Deep Fighter","Ubisoft","Simulation",2000,7.3
"Demolition Racer: No Exit","Infogrames","Racing",2000,7.7
"Deus Ex","Eidos Interactive","Shooter",2000,9.2
"Diablo II","Blizzard Entertainment","Role-Playing",2000,8.8
"Dino Crisis 2","Capcom","Action",2000,8.8
"Disney's 102 Dalmatians: Puppies to the Rescue","Eidos Interactive","Platform",2000,6.9
"Disney's Dinosaur","Ubisoft","Action",2000,5.3
"Disney's Donald Duck: Goin' Quackers","Ubisoft","Platform",2000,7.2
"Draconus: Cult of the Wyrm","Crave Entertainment","Adventure",2000,7.2
"Dragon Valor","Namco","Role-Playing",2000,6.1
"Driver 2","Atari","Action",2000,7
"Ecco the Dolphin: Defender of the Future","Sega","Adventure",2000,8.6
"ECW Hardcore Revolution","Acclaim Entertainment","Fighting",2000,4.8
"ECW: Anarchy Rulz","Acclaim Entertainment","Sports",2000,4.8
"El Dorado Gate Volume 1","Capcom","Role-Playing",2000,7.3
"ESPN International Track & Field","Konami","Sports",2000,6.9
"ESPN NBA 2Night","Konami","Sports",2000,2.5
"EverGrace","Agetec","Role-Playing",2000,6.2
"Evil Dead: Hail to the King","THQ","Adventure",2000,5.1
"Evolution 2: Far Off Promise","Ubisoft","Role-Playing",2000,5.6
"Excitebike 64","Nintendo","Racing",2000,8.9
"F1 World Grand Prix","Sega","Racing",2000,8
"F355 Challenge: Passione Rossa","Acclaim Entertainment","Racing",2000,8.5
"Fantavision","Sony Computer Entertainment","Puzzle",2000,8
"Final Fantasy IX","Square","Role-Playing",2000,9.2
"Frogger 2: Swampy's Revenge","Hasbro Interactive","Action",2000,8.5
"Fur Fighters","Acclaim Entertainment","Shooter",2000,8.2
"Giga Wing","Capcom","Shooter",2000,6
"Grand Prix 3","Microprose","Racing",2000,9.3
"Grandia II","Ubisoft","Role-Playing",2000,8.6
"Guilty Gear X","Sammy Corporation","Fighting",2000,8.7
"Gunbird 2","Capcom","Shooter",2000,7.7
"Gundam Side Story 0079: Rise from the Ashes","Bandai","Simulation",2000,7.4
"Half-Life: Counter-Strike","Sierra Entertainment","Shooter",2000,8.8
"Hanagumi Taisen Columns 2","Sega","Puzzle",2000,9
"Hidden & Dangerous","TalonSoft","Action",2000,6.4
"Hoyle Casino","Sierra Entertainment","Action",2000,8.4
"Jet Coaster Dream 2","Bimboosoft","Simulation",2000,9.4
"Jet Grind Radio","Sega","Action",2000,9.1
"John Romero's Daikatana","Eidos Interactive","Shooter",2000,4
"John Romero's Daikatana","Kemco","Shooter",2000,3.9
"Jojo's Bizarre Adventure","Capcom","Fighting",2000,8.1
"Kirby 64: The Crystal Shards","Nintendo","Platform",2000,7.9
"KISS: Psycho Circus: The Nightmare Child","Gathering of Developers","Action",2000,5.7
"Legacy Of Kain: Soul Reaver","Eidos Interactive","Adventure",2000,9.1
"Legend of Mana","Square","Role-Playing",2000,7.8
"Looney Tunes: Space Race","Infogrames","Racing",2000,7.8
"Lunar 2: Eternal Blue Complete","Working Designs","Role-Playing",2000,8.1
"Mag Force Racing","Crave Entertainment","Racing",2000,6.9
"Mario Tennis","Nintendo","Sports",2000,8.8
"Marvel vs. Capcom 2","Capcom","Fighting",2000,9
"Maximum Pool","Sierra Entertainment","Misc",2000,6.4
"MDK2","Interplay","Shooter",2000,8.9
"Midway's Greatest Arcade Hits Volume 1","Midway Games","Misc",2000,6.7
"Might and Magic VIII: Day of the Destroyer","3DO","Role-Playing",2000,6.3
"Mr. Driller","Namco","Puzzle",2000,7.6
"Ms. Pac-Man: Maze Madness","Namco","Puzzle",2000,6.9
"MTV Sports: Skateboarding Featuring Andy McDonald","THQ","Sports",2000,3
"Namco Museum","Namco","Misc",2000,5.5
"NBA 2K1","Sega","Sports",2000,9.2
"NFL 2K1","Sega","Sports",2000,9.6
"NFL Blitz 2001","Midway Games","Sports",2000,8.8
"NFL QB Club 2001","Acclaim Entertainment","Sports",2000,3.9
"NHL 2K","Sega","Sports",2000,8.3
"NHL FaceOff 2001","Sony Computer Entertainment","Sports",2000,7.2
"Nightmare Creatures II","Konami","Action",2000,4.6
"Ogre Battle 64: Person of Lordly Caliber","Atlus","Role-Playing",2000,9.1
"Parasite Eve II","Square EA","Role-Playing",2000,7.4
"Perfect Dark","Rare","Action",2000,5.3
"Perfect Dark","Rare","Shooter",2000,9.7
"Persona 2: Eternal Punishment","Atlus","Role-Playing",2000,8.7
"Plasma Sword: Nightmare of Bilstein","Capcom","Fighting",2000,5.7
"POD: Speedzone","Ubisoft","Racing",2000,5.4
"Pokemon Gold / Silver Version","Nintendo","Role-Playing",2000,9.2
"Pokemon Stadium","Nintendo","Strategy",2000,7.5
"Pokemon Trading Card Game","Nintendo","Strategy",2000,8.3
"Power Stone 2","Capcom","Fighting",2000,8.8
"Prince of Persia: Arabian Nights","Mattel Interactive","Platform",2000,7.6
"Q*Bert","Hasbro Interactive","Puzzle",2000,5.4
"Quake III Arena","Sega","Shooter",2000,9.3
"Quake III: Team Arena","Activision","Shooter",2000,8
"Railroad Tycoon II","Take-Two Interactive","Strategy",2000,6.6
"Rainbow Cotton","Success","Shooter",2000,5.4
"Razor Freestyle Scooter","Crave Entertainment","Sports",2000,6.3
"Ready 2 Rumble Boxing: Round 2","Midway Games","Fighting",2000,7.9
"Red Dog: Superior Firepower","Crave Entertainment","Action",2000,6.8
"Rent A Hero No.1","Sega","Action",2000,8.2
"Resident Evil - Code: Veronica","Capcom","Action",2000,9.2
"Rhapsody: A Musical Adventure","Atlus","Role-Playing",2000,6.7
"Roadsters","Titus","Racing",2000,4.6
"RollerCoaster Tycoon: Loopy Landscapes","Atari","Strategy",2000,8.2
"Roommania #203","Sega","Strategy",2000,8.1
"SaGa Frontier 2","Square EA","Role-Playing",2000,7.4
"Samba De Amigo","Sega","Misc",2000,7.6
"Samba De Amigo Ver. 2000","Sega","Misc",2000,9.6
"San Francisco Rush 2049","Midway Games","Racing",2000,8.1
"Seaman","Sega","Simulation",2000,8.1
"Sega GT","Sega","Racing",2000,7.8
"Sega Marine Fishing","Sega","Sports",2000,7.9
"Sega Swirl","Sega","Puzzle",2000,8.6
"Shenmue","Sega","Adventure",2000,8.9
"Shogun: Total War","Electronic Arts","Strategy",2000,8.8
"Silent Scope","Konami","Shooter",2000,6.9
"Silver","Infogrames","Role-Playing",2000,6.9
"SimCity 3000 Unlimited","Electronic Arts","Simulation",2000,6.9
"Sin and Punishment","Nintendo","Shooter",2000,9
"Ski Resort Tycoon","Head Games","Strategy",2000,7.4
"Skies of Arcadia","Sega","Role-Playing",2000,9.2
"Sno-Cross Championship Racing","Crave Entertainment","Racing",2000,4.8
"Sonic Shuffle","Sega","Action",2000,5.5
"Space Channel 5","Sega","Misc",2000,8.1
"Spawn: In the Demon's Hand","Capcom","Action",2000,5.8
"Spec Ops II: Omega Squad","Ripcord Games","Shooter",2000,5.3
"Speed Devils Online Racing","Ubisoft","Racing",2000,7.3
"Spider-Man","Activision","Action",2000,8.4
"Spirit Of Speed 1937","Acclaim Entertainment","Racing",2000,1.7
"Spyro: Year of the Dragon","Sony Computer Entertainment","Platform",2000,9.1
"Star Wars Episode 1: Jedi Power Battles","LucasArts","Action",2000,7.4
"Star Wars Episode I: Battle for Naboo","LucasArts","Simulation",2000,8.5
"Star Wars: Demolition","LucasArts","Racing",2000,6.4
"Starcraft 64","Nintendo","Strategy",2000,8
"StarLancer","Crave Entertainment","Simulation",2000,7.5
"Street Fighter III: 3rd Strike","Capcom","Fighting",2000,7.8
"Street Fighter III: Double Impact","Capcom","Fighting",2000,8
"Striker Pro 2000","Atari","Sports",2000,6.8
"Stunt Racer 64","Midway Games","Sports",2000,7
"Submarine Titans","Strategy First","Strategy",2000,7.55
"Super Magnetic Neo","Crave Entertainment","Action",2000,6.4
"Super Meat Boy","Unknown","Platform",2000,9.2
"Super Runabout: San Francisco Edition","Climax Entertainment","Racing",2000,6.1
"Swamp Buggy Racing","WizardWorks","Racing",2000,1.9
"Sword of the Berserk: Guts' Rage","Eidos Interactive","Action",2000,7.9
"Sydney 2000","Eidos Interactive","Sports",2000,5.2
"Tech Romancer","Capcom","Fighting",2000,8.3
"Tekken Tag Tournament","Namco","Fighting",2000,8.7
"Tenchu 2: Birth of the Stealth Assassins","Activision","Action",2000,8.5
"Test Drive Le Mans","Infogrames","Racing",2000,8.2
"Test Drive V-Rally","Atari","Racing",2000,6.9
"The Grinch","Konami","Adventure",2000,5.2
"The Legend of Dragoon","Sony Computer Entertainment","Role-Playing",2000,7.15
"The Legend of Zelda: Majora's Mask","Nintendo","Adventure",2000,9.5
"The Longest Journey","Funcom","Adventure",2000,8.7
"The Operative: No One Lives Forever","Fox Interactive","Shooter",2000,8.9
"The Ring: Terror's Realm","Atari","Adventure",2000,3.7
"The Sims","Maxis","Simulation",2000,8.9
"Theme Park Roller Coaster","Electronic Arts","Strategy",2000,7.9
"Threads of Fate","Square EA","Role-Playing",2000,7.8
"Tigger's Honey Hunt","NewKidCo","Platform",2000,7.3
"Tomb Raider starring Lara Croft","THQ","Platform",2000,8.1
"Tony Hawk's Pro Skater","Crave Entertainment","Sports",2000,9.6
"Tony Hawk's Pro Skater 2","Activision","Sports",2000,9.7
"Ultimate Fighting Championship","Crave Entertainment","Sports",2000,8.6
"Unreal Tournament","Infogrames","Shooter",2000,9.3
"Vagrant Story","Square EA","Role-Playing",2000,9.3
"Valkyrie Profile","Enix","Role-Playing",2000,8.1
"Vanguard Bandits","Working Designs","Strategy",2000,6.4
"Virtua Tennis","Sega","Sports",2000,9.2
"Wild ARMs 2","Sony Computer Entertainment","Role-Playing",2000,6.5
"WWF No Mercy","THQ","Fighting",2000,9.1
"WWF SmackDown!","THQ","Fighting",2000,9
"WWF SmackDown! 2: Know Your Role","THQ","Fighting",2000,8.7
"007: Tomorrow Never Dies","Electronic Arts","Shooter",1999,6.2
"3Xtreme","989 Studios","Action",1999,2.9
"40 Winks","GT Interactive","Platform",1999,5.5
"A Bug's Life","Activision","Platform",1999,6.1
"A Collection of Intellivision Classic Games","Activision","Misc",1999,4.3
"AeroWings","Crave Entertainment","Simulation",1999,7.4
"Age of Empires II: The Age of Kings","Microsoft","Strategy",1999,9.3
"Age of Wonders","Gathering of Developers","Strategy",1999,8.4
"AirForce Delta","Konami","Simulation",1999,7.2
"Alexi Lalas International Soccer","Take-Two Interactive","Sports",1999,4.4
"Aliens versus Predator","Fox Interactive","Shooter",1999,8.7
"All Star Tennis 99","Ubisoft","Sports",1999,5.1
"Aoi Hagane no Kihei: Space Griffon","Panther Software","Action",1999,4
"Ape Escape","Sony Computer Entertainment","Platform",1999,9.3
"Arcade Party Pak","Midway Games","Misc",1999,7.6
"Armada","Metro 3D","Shooter",1999,8.3
"Armorines: Project S.W.A.R.M.","Acclaim Entertainment","Shooter",1999,6.2
"Army Men: Sarge's Heroes","3DO","Shooter",1999,4.2
"Asteroids Hyper 64","Crave Entertainment","Shooter",1999,5.6
"Baldur's Gate: Tales of the Sword Coast","Interplay","Role-Playing",1999,8.1
"Ballistic","Atari","Puzzle",1999,7.9
"Bass Hunter 64","Take-Two Interactive","Sports",1999,6
"Beetle Adventure Racing!","Electronic Arts","Racing",1999,9.2
"Blast Radius","Psygnosis","Action",1999,6.6
"Bloody Roar II","Sony Computer Entertainment","Fighting",1999,8.2
"Blue Stinger","Activision","Adventure",1999,6.7
"Bomberman Fantasy Race","Atlus","Racing",1999,6.3
"BoomBots","SouthPeak Interactive","Fighting",1999,4.5
"Broken Sword II: The Smoking Mirror","Crave Entertainment","Adventure",1999,7.3
"Bugs Bunny: Lost in Time","Infogrames","Platform",1999,7
"Bust A Groove 2","Enix","Misc",1999,7
"Bust-A-Move '99","Acclaim Entertainment","Puzzle",1999,7.7
"Carmageddon 64","Titus","Action",1999,1.3
"CART Flag To Flag","Sega","Racing",1999,6.3
"Castrol Honda Superbike Racing","Electronic Arts","Racing",1999,3.9
"Championship Motocross featuring Ricky Carmichael","THQ","Racing",1999,7.5
"Charlie Blasts Territory","Kemco","Action",1999,5.9
"Chessmaster II","Mindscape","Strategy",1999,7.5
"Chocobo Racing","Square EA","Racing",1999,5.4
"Chocobo's Dungeon 2","Square EA","Role-Playing",1999,6.2
"ClaDun x2","Unknown","Role-Playing",1999,6
"Clock Tower II: The Struggle Within","Agetec","Adventure",1999,4.4
"Crash Team Racing","Sony Computer Entertainment","Racing",1999,9.2
"Croc 2","Fox Interactive","Platform",1999,6.5
"Crusaders of Might and Magic","3DO","Role-Playing",1999,6
"Darkstone","Gathering of Developers","Role-Playing",1999,7.5
"Delta Force 2","NovaLogic","Shooter",1999,6
"Dino Crisis","Capcom","Action",1999,8.9
"Donkey Kong 64","Nintendo","Platform",1999,9.3
"Driver","GT Interactive","Action",1999,8.5
"Dynamite Cop!","Sega","Fighting",1999,5.8
"Echo Night","Agetec","Adventure",1999,6.3
"Ehrgeiz","Square","Fighting",1999,6.7
"Elemental Gimmick Gear","Vatical Entertainment","Role-Playing",1999,7.4
"EverQuest","Sony Online Entertainment","Role-Playing",1999,8
"Evolution: The World of Sacred Device","Ubisoft","Role-Playing",1999,6.7
"Expendable","Infogrames","Action",1999,5.5
"FIFA 2000","EA Sports","Sports",1999,8.8
"Fighting Force 2","Eidos Interactive","Action",1999,4.5
"Fighting Force 64","Crave Entertainment","Action",1999,5.2
"Final Fantasy Anthology","Square EA","Role-Playing",1999,8.6
"Final Fantasy VIII","Square EA","Role-Playing",1999,9.4
"Fire ProWrestling G","Human Entertainment","Fighting",1999,8
"Frame Gride","From Software","Fighting",1999,8.6
"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned","Sierra Entertainment","Adventure",1999,6.7
"Gauntlet Legends","Midway Games","Action",1999,6.7
"Godzilla Generations: Maximum Impact","Sega","Action",1999,2.5
"Gran Turismo 2","Sony Computer Entertainment","Racing",1999,9.2
"Grand Theft Auto","Rockstar Games","Action",1999,7.1
"Grand Theft Auto 2","Rockstar Games","Action",1999,6.9
"Grand Theft Auto 2","Rockstar Games","Adventure",1999,7.1
"Grand Theft Auto: Mission Pack #1, London 1969","Rockstar Games","Adventure",1999,6.7
"Grand Theft Auto: Mission Pack #1: London 1969","Take-Two Interactive","Action",1999,5.9
"Grandia","Sony Computer Entertainment","Role-Playing",1999,8.7
"Half-Life: Opposing Force","Sierra Entertainment","Shooter",1999,8.8
"Harvest Moon 64","Natsume","Simulation",1999,7.8
"Homeworld","Sierra Entertainment","Strategy",1999,9.1
"Hybrid Heaven","Konami","Role-Playing",1999,7
"Hydro Thunder","Midway Games","Racing",1999,7.9
"Hype: The Time Quest","Ubisoft","Action",1999,7.9
